   20231009022108960.UW.OHOH..HH   91.95   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.WINDI..HH   92.53   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.MEW..HH   93.40   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.WYNO..HH   94.43   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.OLQN..HH  100.00   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.RPW2..HH  100.15   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.MBW2..HH  103.72   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.PAN4H..HH  104.26   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.SLDQ..HH  105.14   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.STOR..HH  109.93   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.OSR..HH  110.00   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.HERD..HH  113.85   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.DOORS..HH  116.50   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.PASS..HH  116.75   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.ANGUS..HH  119.11   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.SHUK..HH  119.37   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.OTR..HH  120.42   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.YELM..HH  122.74   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.OQNOB..HH  124.25   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.WISH..HH  129.05   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.MONTE..HH  129.60   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.KALA..HH  131.36   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.CROWN..HH  133.24   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.LACKA..HH  133.41   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.MOODY..HH  133.57   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.SNAG..HH  134.45   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.FORK..HH  137.35   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.WRW..HH  139.54   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.HOQUI..HH  141.00   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.FMW..HH  145.87   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.INGAL..HH  150.56   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.RER..HH  151.44   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.CORE..HH  152.71   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.RCM..HH  153.61   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.DOTY..HH  156.09   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.DEAL..HH  157.36   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.ARTIC..HH  157.66   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.LON..HH  159.34   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.SLF..HH  167.51   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.BOIS..HH  168.32   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.GIGA..HH  170.66   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.WHGC..HH  171.38   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.WATCH..HH  172.76   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.COWL..HH  173.28   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.LOKMT..HH  176.41   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.TOLE..HH  176.68   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.LTY..HH  178.01   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.NEL..HH  178.31   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.ETW..HH  186.00   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.TBLMT..HH  187.09   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.WPEQ..HH  187.65   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.NEMA..HH  188.03   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.ABER..HH  190.74   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.TOUT..HH  193.51   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.MANO..HH  193.66   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.RADR..HH  197.24   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.SKAMO..HH  197.96   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.TWISP..HH  199.48   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.WAT2..HH  201.37   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.CBS..HH  202.59   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.SHW..HH  208.69   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.EDM..HH  209.54   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.HSR..HH  211.58   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.CDF..HH  220.00   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.DY2..HH  220.83   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.BDGR..HH  225.72   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.ASR2..HH  228.12   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.YACT..HH  235.49   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.SEAS2..HH  239.76   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.FISH2..HH  242.01   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.MOX..HH  245.45   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.EPH2..HH  245.63   0 0    1 1 1     0.00 0     0.00 0    0
